fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,May,18,MAHARASHTRA,1830,GADCHIROLI,1263319,326.204812600756,21,573,0,5647,6,21338,1006765,79503,39296,368613,167530,39.67467,3323.79055158,46185,84139,135789,393040,84,250510,628427,26985,3284.11588158,483521,85,20.77,26.96,100.19,NA
2025-2026,May,18,MAHARASHTRA,1807,DHULE,660968,364.226129429742,19,196,0,1856,67,30271,574582,20536,17225,107389,81374,0,2092.777779,29908,50668,107238,300714,163,592299,1149508,32127,2092.777779,251170,93,57,56.46,104.72,NA
2025-2026,May,18,MAHARASHTRA,1810,PUNE,136145,355.560563396045,17,36,0,729,450,19961,178702,5792,9215,20919,22280,1.7325,637.126338,10354,17470,55631,147958,11,399828,861234,20690,635.393838,80005,95,39.39,36.86,102.48,NA
2025-2026,May,18,MAHARASHTRA,1816,JALNA,1561678,466.613435506308,15,192,0,1393,143,50487,667104,18554,20671,4068,3256,166.52546,3279.3223528,43890,76936,178322,466057,46,554755,1192804,51880,3112.7968928,296021,85,68.8,67.95,100.5,NA
2025-2026,May,18,MAHARASHTRA,1825,YAVATMAL,1838884,328.794226183652,20,467,0,4615,73,52630,1700901,81252,40748,189156,81193,0,5592.4642811,83539,126884,251316,562405,89,718430,1458746,57245,5592.4642811,758171,95,48.05,64.45,100.13,NA
2025-2026,May,18,MAHARASHTRA,1832,WASHIM,1042727,305.833682424584,20,506,0,643,39,29854,886750,55177,23190,24964,8994,5.28849,2717.2686689,43367,70656,108803,250966,66,314284,615778,30497,2711.9801789,396664,92,78.85,79.25,100.01,NA
2025-2026,May,18,MAHARASHTRA,1811,SATARA,235552,327.419566500381,14,123,8.98788,338,446,18329,250773,7288,10206,1107,937,0,830.0677495,17072,26916,72369,163393,4,426386,812652,18667,821.0798695,120902,89,20.51,25.16,103.26,NA
2025-2026,May,18,MAHARASHTRA,1816,JALNA,1561678,470.680926821499,15,190,0,1372,149,50387,653006,17936,20661,3987,3256,166.52546,3240.100153,43382,75974,178210,466019,46,552971,1190452,51759,3073.574693,289609,85,69.12,68.26,100.25,NA
2025-2026,May,18,MAHARASHTRA,1823,AKOLA,460571,331.079763137822,19,1293,0,4040,20,36005,722361,79295,37540,26900,11660,29.63529,2421.2263778,37961,59154,99951,229464,127,342579,643689,40045,2391.5910878,295967,93,45.91,46.91,100.26,NA
2025-2026,May,18,MAHARASHTRA,1829,CHANDRAPUR,2016952,311.614840365255,21,400,0,6001,38,27547,1202777,110721,60652,266965,105201,86.87413,3834.9057585,55738,94294,170722,489572,130,399066,946503,33548,3748.0316285,625182,83,28.47,40.2,100.08,NA
2025-2026,May,18,MAHARASHTRA,1835,PALGHAR,1452456,296.827956300628,20,644,63.8034937,3071,33,52803,1299561,3630,1966,1207544,369912,13.226,3934.48985088,64274,116940,142806,413299,274,342684,788312,55874,3857.46035718,713210,90,9.76,20.05,100.39,NA
2025-2026,May,18,MAHARASHTRA,1802,THANE,128319,309.477413763998,25,59,1.73,393,60,14064,266565,6786,3940,112988,42056,10.3281,837.016568,10407,18536,34320,112304,72,159501,365366,14457,824.958468,135921,96,22.5,24.07,100.48,NA
2025-2026,May,18,MAHARASHTRA,1805,SINDHUDURG,133775,331.261399212071,17,74,0,425,43,15609,150013,3110,2787,387,234,4.27666,501.211822800004,8633,13715,32623,74930,14,133429,249131,16034,496.935162800004,64987,92,55.08,53.63,100.01,NA
2025-2026,May,18,MAHARASHTRA,1807,DHULE,660968,354.018283122723,19,201,1.039,2081,63,30455,629515,22209,17278,118080,81882,0.04,2229.67719500001,31706,53757,107890,302325,218,597474,1157314,32536,2228.59819500001,275634,93,57,56.59,104.35,NA
2025-2026,May,18,MAHARASHTRA,1811,SATARA,235552,308.394999651021,15,127,8.98788,423,429,18834,286550,8267,10237,1220,941,0,892.693751500001,18837,29780,73298,165542,7,427609,815446,19257,883.705871500001,137904,90,18.07,22.34,103.06,NA
2025-2026,May,18,MAHARASHTRA,1819,NANDED,1518128,327.627725599596,21,192,14.25058,1727,172,47424,1223074,112984,78335,78140,40981,0.99,4022.3701086,57484,96529,194424,510458,242,757986,1639566,49151,4007.1295286,550702,85,71.43,69.98,101.05,NA
2025-2026,May,18,MAHARASHTRA,1821,LATUR,1718059,363.623879658542,22,122,0.699,1349,67,32958,938330,65174,53865,8969,4419,0.33,3413.02095,41207,68714,139669,346399,200,430251,893602,34307,3411.99195,406713,87,69.23,63.87,100.09,NA
2025-2026,May,18,MAHARASHTRA,1823,AKOLA,460571,327.317929809907,20,1433,0,6292,18,34137,809288,86841,37643,30231,11702,30.29729,2679.2420178,39722,62162,100555,230827,201,348606,651968,40429,2648.9447278,332466,94,47.33,48.26,100.24,NA
2025-2026,May,18,MAHARASHTRA,1826,WARDHA,487787,392.304739827538,27,164,2.03734,1330,23,13818,449375,29865,15684,35007,15278,22.105,1787.0617646,16335,27218,60578,149704,198,242125,444028,15148,1762.9194246,191060,89,53.58,53.4,101.55,NA
2025-2026,May,18,MAHARASHTRA,1827,NAGPUR,599328,349.00283503437,19,103,0,1690,97,18805,339107,37075,32217,37800,31592,14.18881,1197.6818538,17108,24756,100809,230924,37,306084,579774,20495,1183.4930438,152695,83,41.61,42.34,100.24,NA
2025-2026,May,18,MAHARASHTRA,1834,HINGOLI,890870,333.295737632742,24,91,0,2142,27,24158,910792,100452,45028,127876,43895,0.428,3036.0589147,36437,61890,99199,252903,299,286848,636453,26300,3035.6309147,392319,92,83.36,78.5,100.14,NA
2025-2026,May,18,MAHARASHTRA,1804,RATNAGIRI,143920,362.652458312856,14,93,5.9436,843,139,18968,144469,3760,6524,995,1187,0,529.86398,10184,14870,52600,120166,17,261271,484435,19811,523.92038,67206,98,57.42,46.62,100.81,NA
2025-2026,May,18,MAHARASHTRA,1807,DHULE,660968,346.467372330576,20,203,6.55828,2170,64,30674,668543,23879,17313,124817,82415,0.04,2322.88164500001,32993,55903,108414,303603,245,601595,1163208,32844,2316.28336500001,292319,93,56.97,56.58,104.17,NA
2025-2026,May,18,MAHARASHTRA,1811,SATARA,235552,313.350758150998,15,130,8.98788,504,406,19002,300270,8577,10249,1266,941,0,949.886201500001,19561,30950,73656,166422,9,428337,816995,19506,940.898321500001,144483,90,18.58,22.91,102.97,NA
2025-2026,May,18,MAHARASHTRA,1830,GADCHIROLI,1263319,323.673324746864,23,633,17.81804,7571,6,20428,1196689,96128,39389,439718,168220,39.67467,3930.85578318,51639,94490,136431,394623,226,253255,632650,27999,3873.36307318,578319,86,21.98,29.01,100.35,NA
2025-2026,May,18,MAHARASHTRA,1804,RATNAGIRI,143920,362.899535423926,13,90,0.0552,729,150,18993,132594,3463,6524,920,1184,0,481.23821,9676,14155,52459,119837,12,261096,484131,19722,481.18301,61638,97,58.93,47.91,100.72,NA
2025-2026,May,18,MAHARASHTRA,1814,KOLHAPUR,145122,321.096070721254,21,56,0,534,263,12371,326182,22763,18608,499,369,0,1047.3575854,15051,25855,55139,136368,81,386443,701147,12905,1047.3575854,153662,94,39.19,34.35,111.24,NA
2025-2026,May,18,MAHARASHTRA,1816,JALNA,1561678,461.240877852614,15,198,1.372,1449,140,50678,688316,19719,20680,4207,3256,166.95546,3343.1222208,44836,78560,178453,466260,62,561988,1202916,52127,3174.7947608,305288,85,65.83,64.94,100.49,NA
2025-2026,May,18,MAHARASHTRA,1819,NANDED,1518128,330.997424514433,20,191,14.25058,1672,174,47929,1187015,109964,78306,75542,40963,0.99,3944.2296586,56663,95090,194299,510103,198,750842,1629378,49601,3928.9890786,534673,85,71.17,69.75,101.08,NA
2025-2026,May,18,MAHARASHTRA,1827,NAGPUR,599328,351.566507748474,19,102,0,1680,100,18763,330065,36098,32218,36932,31563,14.18881,1174.5868038,16788,24313,100761,230834,37,305437,578918,20443,1160.3979938,148442,83,41.11,41.93,100.24,NA
2025-2026,May,18,MAHARASHTRA,1828,BHANDARA,2408874,202.832564272941,20,2766,0,2466,32,16196,1321357,148233,57495,97832,32027,24.75772,2704.9000063,65237,105807,182847,440052,169,311393,665716,18662,2680.1422863,788509,79,20.63,36.15,100.04,NA
2025-2026,June,18,MAHARASHTRA,1803,RAIGAD,74589,313.496162604977,17,34,1.89636,927,337,18036,97045,2336,2747,31384,16792,5.72992,311.858631,5546,9040,30323,69648,17,215674,384429,18963,304.232351,47957,83,31.45,32.05,107.9,NA
2025-2026,June,18,MAHARASHTRA,1805,SINDHUDURG,175806,332.050937408459,17,78,0,430,34,15736,163856,3355,2785,404,234,4.27666,548.362044000004,9176,14585,32816,75264,17,133559,249312,16166,544.085384000004,70783,92,54.03,52.53,100.05,NA
2025-2026,June,18,MAHARASHTRA,1808,JALGAON,781750,329.157192555646,21,173,49.210405,4128,80,43442,1187101,57434,30243,92668,39973,0,3956.6387294,54401,87729,152538,376229,303,729067,1363745,47570,3907.4283244,517374,94,40.19,39.1,104.37,NA
2025-2026,June,18,MAHARASHTRA,1810,PUNE,179988,334.405249808082,18,49,6.35323,894,412,20336,222751,6855,9313,23879,22598,1.7325,752.976768,12260,20827,56832,151234,23,411667,883535,21230,744.891038,99845,95,40.62,37.41,102.08,NA
2025-2026,June,18,MAHARASHTRA,1813,SOLAPUR,516116,334.689431156112,19,127,7.5092,510,208,26024,434759,16768,15049,4581,2506,0.329,1462.930624,22185,38106,94740,216325,71,616169,1081467,26534,1455.092424,182043,97,61.83,61.7,104.93,NA
2025-2026,June,18,MAHARASHTRA,1816,JALNA,2255926,444.625824455109,16,204,16.49398,1558,125,51262,764511,22903,20770,4607,3272,166.95546,3582.6627768,47685,83624,179183,467890,89,577476,1224053,52820,3399.2133368,339320,85,64.05,63.66,100.67,NA
2025-2026,June,18,MAHARASHTRA,1819,NANDED,2365197,334.296520713364,22,196,28.87507,1996,160,47488,1378820,126700,78574,90832,41191,10.03445,4648.25680690001,60897,102550,195225,512394,363,785614,1677366,49484,4609.34728690001,621650,86,72.74,71.35,101.58,NA
2025-2026,June,18,MAHARASHTRA,1820,Dharashiv,1053761,358.599994648268,20,107,9.9809,631,121,20560,469007,20532,20911,1129,1153,0,1691.8399769,22519,36879,79376,201487,84,355836,756822,21191,1681.8590769,199815,80,60.11,59.21,100.1,NA
2025-2026,June,18,MAHARASHTRA,1826,WARDHA,744928,389.793941725828,28,168,14.5065,1720,19,13738,486665,31673,15717,37768,15321,22.105,1933.6021865,17266,28812,60925,150538,241,243535,446262,15458,1896.9906865,207069,89,54.63,54.37,101.56,NA
2025-2026,June,18,MAHARASHTRA,1828,BHANDARA,3347685,206.664357394603,22,3188,36.94008,2825,26,16566,1676013,188824,57627,121892,32080,26.04772,3526.7092963,74433,121268,183374,441096,503,312592,667466,19391,3463.7214963,1009174,79,21.43,38.27,100.07,NA
2025-2026,June,18,MAHARASHTRA,1830,GADCHIROLI,1811008,322.810610434777,23,646,19.04552,7709,6,20386,1232954,98391,39401,455613,168359,39.67467,4038.82652378,52634,96341,136537,394910,260,253608,633183,28095,3980.10633378,596338,86,22.34,29.49,100.34,NA
2025-2026,May,18,MAHARASHTRA,1803,RAIGAD,54079,322.472961635353,17,33,0.692,912,341,17955,90109,2214,2743,28698,16651,0,291.269161,5235,8631,30105,69265,17,214471,382666,18867,290.577161,44583,83,33.14,33.69,105.07,NA
2025-2026,May,18,MAHARASHTRA,1807,DHULE,660968,350.737671914205,20,203,1.039,2168,63,30559,652433,23007,17288,123021,82280,0.04,2289.40731500001,32451,55056,108165,303057,238,599610,1160470,32727,2288.32831500001,285499,93,56.9,56.51,104.24,NA
2025-2026,May,18,MAHARASHTRA,1810,PUNE,136145,349.586965120371,17,39,0.441,873,429,20089,201751,6328,9266,22591,22458,1.7325,707.468698,11318,19135,56268,149707,18,406614,874290,20962,705.295198,90438,95,40.51,37.28,102.21,NA
2025-2026,May,18,MAHARASHTRA,1811,SATARA,235552,310.719770029549,15,131,8.98788,465,415,19005,297473,8505,10246,1260,941,0,933.295301500001,19461,30794,73645,166341,8,427989,816303,19470,924.3074215,143184,90,18.36,22.65,102.91,NA
2025-2026,May,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,4370122,364.939855982644,24,748,0,1800,48,78549,1419690,36209,27315,21850,13063,79.50852,5260.5231614,59153,109471,245155,653662,598,727496,1539450,80349,5181.0146414,637313,94,69.53,65.3,117.85,NA
2025-2026,May,18,MAHARASHTRA,1818,BEED,3153695,340.941217940202,24,411,24.36237,1951,116,90171,2672077,45123,16854,5784,2038,0,9134.57423810001,108415,192932,296042,711895,1501,829418,1613371,92122,9110.21186810001,1168150,82,67.21,65.73,103.33,NA
2025-2026,May,18,MAHARASHTRA,1826,WARDHA,487787,391.74227376907,27,164,2.03734,1464,21,13885,464669,30497,15701,35971,15296,22.105,1844.4472461,16735,27894,60729,150043,208,242558,444658,15349,1820.3049061,197636,89,54.45,54.23,101.61,NA
2025-2026,May,18,MAHARASHTRA,1827,NAGPUR,599328,349.941783797846,20,106,0,1690,91,18875,349793,38417,32244,39224,31606,14.18881,1238.2606738,17376,25179,100886,231094,43,306972,580999,20565,1224.0718638,157635,83,41.58,42.37,100.25,NA
2025-2026,May,18,MAHARASHTRA,1831,NANDURBAR,409762,302.649361454629,19,83,1.14223,3672,23,40285,766821,13514,10826,633998,297025,6.13765,2328.05874,39627,61536,154220,367360,19,648517,1237176,43957,2320.77886,348786,91,14.94,14.45,105.08,NA
2025-2026,June,18,MAHARASHTRA,1830,GADCHIROLI,1811008,323.662815415425,23,633,17.81804,7602,6,20327,1196931,96134,39389,439906,168226,39.67467,3931.51328318,51651,94509,136431,394629,226,253494,633023,27929,3874.02057318,578401,86,22,29.02,100.35,NA
2025-2026,June,18,MAHARASHTRA,1832,WASHIM,1489558,302.967163727897,22,577,7.43912,1693,31,29383,1045619,64774,23338,28627,9056,5.71849,3181.0398377,46697,76249,109642,252787,120,319325,623894,31076,3167.8822277,467885,93,79.32,79.85,100.02,NA
2025-2026,June,18,MAHARASHTRA,1835,PALGHAR,1711372,302.035808935,21,706,76.3339637,3761,30,52877,1458310,4108,1981,1353368,372256,34.46575,4515.41811898,68141,123854,143946,415987,440,347376,795835,56638,4404.61840528,801173,90,9.76,20.09,100.76,NA
2025-2026,June,18,MAHARASHTRA,1805,SINDHUDURG,175806,334.121738377367,17,78,0,428,35,15708,159925,3305,2784,394,234,4.27666,538.620850100004,9061,14389,32799,75215,15,133520,249255,16136,534.344190100004,69173,92,54.16,52.7,100.05,NA
2025-2026,June,18,MAHARASHTRA,1811,SATARA,330669,313.350758150998,15,130,8.98788,504,406,19002,300270,8577,10249,1266,941,0,949.886201500001,19561,30950,73656,166422,9,428337,816995,19506,940.898321500001,144483,90,18.58,22.91,102.97,NA
2025-2026,June,18,MAHARASHTRA,1813,SOLAPUR,516116,340.970498875756,19,125,7.5092,502,216,25915,415835,16120,15011,4146,2474,0.329,1425.712874,21589,37053,94341,215393,61,613159,1076525,26417,1417.874674,174322,97,61.33,61.19,104.97,NA
2025-2026,June,18,MAHARASHTRA,1814,KOLHAPUR,219424,319.321593494259,22,60,9.9912508,588,255,12317,349107,23533,18658,555,377,0,1124.7652862,15540,26652,55398,136996,109,389190,706617,12905,1114.7740354,164430,95,41.45,36.44,110.51,NA
2025-2026,June,18,MAHARASHTRA,1816,JALNA,2255926,449.753833212613,15,203,16.49398,1471,131,51116,742766,22022,20751,4432,3272,166.95546,3524.0679968,46857,82098,179006,467449,79,572941,1217970,52587,3340.6185568,329739,85,64.63,63.79,100.69,NA
2025-2026,June,18,MAHARASHTRA,1833,GONDIA,3893314,257.618211819467,18,192,26.10782,1893,17,40221,1934402,132432,51902,273905,90541,6.2499,5015.7295618,106223,160077,235218,606816,68,392939,902181,42114,4983.3718418,1224593,80,21.1,39.9,103.34,NA
2025-2026,June,18,MAHARASHTRA,1803,RAIGAD,74589,315.3468113663,17,34,1.89636,932,328,18069,99839,2405,2747,32244,16850,5.72992,322.465383,5668,9233,30397,69810,17,215796,384668,19001,314.839103,49331,83,31.32,31.91,108.54,NA
2025-2026,June,18,MAHARASHTRA,1806,NASHIK,1070532,300.661370820032,26,624,20.1804,6201,118,63025,1781503,23587,11752,934951,240329,0,5376.471741,66827,117025,206329,578458,315,909797,1817482,69226,5356.291341,801917,91,18.91,16.17,105.21,NA
2025-2026,June,18,MAHARASHTRA,1814,KOLHAPUR,219424,316.525903017983,22,68,10.5624908,675,237,12580,395496,24804,18734,579,377,0,1262.4097762,17377,29702,56574,139751,121,390562,709458,13255,1251.8472854,186223,95,44.58,39.66,109.54,NA
2025-2026,June,18,MAHARASHTRA,1821,LATUR,2496130,348.582135988036,25,137,14.83285,1378,54,33547,1140718,79341,53996,10953,4456,0.33,3991.50202,45607,76224,140712,348668,363,435737,901362,34925,3976.33917,494301,87,70.46,65.23,100.08,NA
2025-2026,June,18,MAHARASHTRA,1804,RATNAGIRI,197966,337.113563888958,14,102,5.9436,1085,128,18907,161812,4125,6534,1064,1187,0,551.4338,10921,15977,52887,120820,27,261446,484756,19992,545.4902,75506,98,56.26,46.01,100.84,NA
2025-2026,June,18,MAHARASHTRA,1806,NASHIK,1070532,300.040823474094,26,623,20.1804,7573,114,62368,1839645,24150,11781,956685,241037,0,5539.866407,68550,119780,207171,580465,336,912819,1822245,69941,5519.686007,826496,91,19.56,16.7,106.21,NA
2025-2026,June,18,MAHARASHTRA,1810,PUNE,179988,322.71530160309,18,49,6.35323,1059,409,19900,233237,7125,9326,25350,22619,1.7325,760.777218,12596,21397,57031,151704,24,412900,886081,20959,752.691488,104706,95,40.36,37.32,102.05,NA
2025-2026,June,18,MAHARASHTRA,1814,KOLHAPUR,219424,315.868228933873,22,68,10.5624908,751,235,12552,400928,25225,18767,591,377,0,1276.9666637,17574,30032,56701,140030,124,391032,710580,13303,1266.4041729,188946,95,44.46,39.54,109.41,NA
2025-2026,June,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,5992456,338.174275090988,26,798,19.58714,1903,42,79485,1716712,43458,27495,24972,13123,79.50852,5904.5740214,65552,121187,246255,656187,1037,732531,1548068,81388,5805.4783614,769700,95,69.58,65.87,117.21,NA
2025-2026,June,18,MAHARASHTRA,1821,LATUR,2496130,327.304529357827,26,154,14.83285,1605,52,33628,1265080,87239,54080,12271,4471,0.33,4155.82699,48137,80572,141374,350001,500,436547,902555,35233,4140.66414,547226,87,71.65,66.58,100.08,NA
2025-2026,June,18,MAHARASHTRA,1824,AMRAVATI,3434284,326.947314021273,36,865,33.37572,7523,19,46173,2390596,202079,52850,979980,139812,8.91427,7858.27940109999,65664,127539,193662,546238,3194,520724,1140263,53696,7815.98941109999,1081371,81,33.74,58.94,101.04,NA
2025-2026,June,18,MAHARASHTRA,1827,NAGPUR,871083,326.176949336777,21,131,12.5164,2131,72,18981,430549,47787,32371,48881,31759,14.18881,1431.0568036,19943,29102,101448,232318,72,309519,584596,21112,1404.3515936,193913,84,35.73,36.32,100.22,NA
2025-2026,June,18,MAHARASHTRA,1832,WASHIM,1489558,295.300571464536,23,666,7.43912,2327,29,29539,1167824,72631,23536,31666,9106,5.71849,3461.7485557,49649,81238,110403,254407,179,320024,625081,31866,3448.5909457,523053,93,79.41,79.91,100.05,NA
2025-2026,June,18,MAHARASHTRA,1808,JALGAON,781750,315.699346590688,23,190,49.210405,4488,50,45249,1412147,67842,30552,108883,40717,0,4507.3492569,60622,98267,155490,383086,518,733783,1370897,49737,4458.1388519,614965,94,42.34,41.13,105.13,NA
2025-2026,June,18,MAHARASHTRA,1810,PUNE,179988,336.727246380391,18,49,6.35323,1265,395,19769,242913,7453,9326,26182,22645,1.7325,826.039986,12850,21830,57130,151965,27,414306,888858,21034,817.954256,108977,95,40.17,37.15,102,NA
2025-2026,June,18,MAHARASHTRA,1814,KOLHAPUR,219424,312.181674834638,23,69,10.5624908,778,234,12572,411975,25416,18778,606,377,0,1296.6729457,17835,30562,56872,140501,141,391629,711881,13350,1286.1104549,194470,95,46.9,42.12,109.58,NA
2025-2026,June,18,MAHARASHTRA,1818,BEED,3594279,308.647889159464,27,469,44.26349,2273,105,92725,3446158,56404,17049,7371,2073,0,10680.7574141,123807,220945,300020,720231,2933,840203,1626929,94998,10636.4939241,1506029,82,67.11,66.02,104.09,NA
2025-2026,June,18,MAHARASHTRA,1824,AMRAVATI,3434284,321.891566267251,37,890,33.37572,7759,16,46440,2529364,217243,52870,1037069,139824,8.91427,8184.09938619998,67350,130755,194027,546854,3653,521491,1141053,54199,8141.80939619998,1145056,81,34.08,59.64,101.02,NA
2025-2026,June,18,MAHARASHTRA,1828,BHANDARA,3347685,202.080311204011,24,3518,43.33132,3186,19,16941,2069607,238235,57757,151990,32145,26.73933,4252.3389163,83622,136001,183886,442102,887,312918,667924,20127,4182.2682663,1263154,79,22.06,39.7,100.09,NA
2025-2026,June,18,MAHARASHTRA,1832,WASHIM,1489558,304.512130205369,24,618,7.43912,2780,25,29560,1249119,76770,23594,33483,9152,5.71849,3816.8764857,51074,83668,110799,255251,222,320573,625985,32340,3803.7188757,559401,93,79.02,79.8,100.06,NA
2025-2026,June,18,MAHARASHTRA,1835,PALGHAR,1711372,290.386692763085,22,760,76.3339637,4214,29,53452,1646254,4639,1994,1526467,373810,34.46575,4891.30225878,71751,130864,144826,417814,703,349033,798483,57666,4780.50254508,904636,90,10.25,21.4,100.81,NA
2025-2026,June,18,MAHARASHTRA,1817,PARBHANI,2107887,369.449284501171,25,280,60.04881,1135,48,40562,1563273,45490,20641,8226,2861,6.3749,5841.9246233,61902,101132,157882,350051,818,461492,868405,41697,5775.5009133,656053,92,72.93,68.93,101.29,NA
2025-2026,June,18,MAHARASHTRA,1819,NANDED,2365197,315.311967532707,24,210,28.87507,2332,147,47795,1598347,145972,78914,104512,41491,10.03445,5078.6888937,65792,111244,196510,515490,561,793098,1688106,50127,5039.7793737,721314,86,73.93,72.55,101.61,NA
2025-2026,June,18,MAHARASHTRA,1820,Dharashiv,1053761,352.293026372503,21,118,9.9809,983,114,20472,524334,22752,20935,1277,1157,0,1857.1730169,23897,39111,79756,202480,122,357771,760190,21455,1847.1921169,223961,80,60.04,59.28,100.09,NA
2025-2026,June,18,MAHARASHTRA,1822,BULDHANA,666135,320.704630039586,16,118,8.022,2514,87,34058,688871,43276,34628,13714,7899,0,2217.263192,42989,65749,138566,335618,32,522182,1078710,36572,2209.241192,278063,95,48.78,47.61,100,NA
2025-2026,June,18,MAHARASHTRA,1832,WASHIM,1489558,301.323955144437,24,617,7.43912,2652,26,29462,1218355,75682,23574,32564,9136,5.71849,3684.3530837,50484,82720,110620,254884,192,320410,625714,32114,3671.1954737,545736,93,79.23,79.9,100.05,NA
2025-2026,June,18,MAHARASHTRA,1835,PALGHAR,1711372,291.801825612853,22,753,76.3339637,4202,29,53275,1613846,4597,1994,1496517,373625,34.46575,4820.03180428,71057,129513,144713,417629,650,348795,798158,57477,4709.23209058,887024,90,10.13,21.18,100.82,NA
2025-2026,June,18,MAHARASHTRA,1803,RAIGAD,74589,314.842931039521,17,36,1.89636,982,322,17978,102653,2419,2749,33399,16911,5.72992,330.821994,5761,9405,30450,69933,18,215973,384997,18960,323.195714,50730,83,30.84,31.38,108.4,NA
